1992,NOFX,Stickin In My Eye,punk,144.50893,152.622
1990,Soda Stereo,Entre CanAbales,rock,246.69995,112.903
1985,Bruce Rowland,Rosemary Recalls,easy listening,84.03546,115.642
2000,Xcultures,Sudanese Dance,gabba,273.52771,125.013
1997,Heavy D / McGruff,Wanna Be A Player,pop,161.38404,96.979
2004,Black Eyed Peas,Let's Get It Started,hiphop,229.61587,105.206
2000,Nine Inch Nails,Metal,metal,426.89261,63.017
1963,Lesley Gore,It's My Party,pop,136.48934,129.122
2001,Smartbomb,Complicate It,melodic hardcore,233.27302,132.022
2005,Suburbs,Monde De Fou,pop,187.24526,183.92
2002,T.G. Sheppard,You Feel Good All Over,rock,194.11546,82.343
1990,Slim Whitman,Indian Love Call,folk,195.91791,91.487
1999,Savage Garden,You Can Still Be Free,easy listening,118.33424,84.69
2005,Queens Of The Stone Age,I Never Came,metal,288.41751,115.606
1990,Inspiral Carpets,Commercial Reign,rock,283.76771,113.677
2001,Redman,WKYA (drop),hiphop,124.18567,85.008
1961,Kai Winding,Mangos,hard bop,223.4771,112.006
2006,Mira,Openbare Weg,shoegaze,177.81506,85.621
2000,Citizen Kaned,President Johnson,chill-out,385.33179,108.061
1995,The Brooklyn Tabernacle Choir,Lead Me Lord,religious,324.44036,216.195
1991,Carl Cox Vs Yousef,I Want You (Forever),house,357.82485,130.016
1997,Organized Konfusion,Hate,hiphop,198.3473,175.769
2005,Martina McBride,I Can't Stop Loving You,country,261.95546,100.194
1985,Horace Andy,Thank You Lord,roots reggae,176.27383,151.911
1971,Hot Tuna,Candy Man,rock,239.59465,172.398
1971,Donny Hathaway,Little Girl (LP Version),jazz,283.21914,111.191
1999,Les Ogres De Barback,Niev nietch nievitch,chanson,254.06649,137.888
2009,Wolfmother,White Feather,metal,212.37506,110.745
1995,The Roches,Christlike Roche,singer-songwriter,338.33751,130.027
2007,Jupiter Rising,They Say (Album),pop,193.4624,119.979
1999,Saafir,Crawl Before You Ball (Album Version),hiphop,234.762,188.886
2001,The Verve Pipe,Medicate Myself,post-grunge,292.8322,133.306
1990,Bob Neuwirth,Biding Her Time,singer-songwriter,241.10975,152.267
2009,Cama,In This Life,los angeles,210.36363,155.074
1991,Maxi Priest,Groovin' In The Midnight,rock,301.81832,61.971
1997,Porcupine Tree,Waiting,rock,416.80934,124.04
1988,Robben Ford,I Got Over It (Album Version),rock,203.98975,154.322
1984,Soda Stereo,Te Hacen Falta Vitaminas,rock,225.12281,175.421
2001,Toni Braxton Featuring Shaggy,Christmas In Jamaica,pop,219.01016,149.94
2001,Perrey And Kingsley,Gossippo Perpetuo,easy listening,127.9473,135.78
2010,Enthroned,The Vitalized Shell,metal,240.74404,135.535
1989,Suzanne Ciani,Mozart,meditation,192.20853,139.189
2004,Johnny Osbourne,Lend Me Your Chopper,roots reggae,215.30077,163.445
1971,Dolly Parton,Letter To Heaven,bluegrass,155.21914,114.027
2006,Pearl Jam,Inside Job,grunge,428.56444,105.994
2009,Mastodon,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),metal,654.28853,118.433
1991,DJ Quik,Born and Raised In Compton,hiphop,205.58322,181.115
2009,2-4 Grooves feat. Reki D.,Relax,house,203.83302,126.941
1986,Descendents,Orgofart,hardcore punk,140.66893,89.495
1998,Bare Jr.,Naked Albino,post-grunge,254.79791,107.529
1998,Diesel Boy,Cooler Than You,rock,124.15955,133.729
1994,Cradle Of Filth,Summer Dying Fast,metal,321.35791,193.693
1999,Nine Inch Nails,The Frail,metal,168.56771,130.284
2005,Test Icicles,Snowball,grime,190.24934,75.031
1981,Heaven 17,(We Don't Need This) Fascist Groove Thang,new romantic,255.16363,150.837
2000,Mance Lipscomb,Going Down Slow,blues,187.53261,97.981
2009,Moss,Silent Hill,jazz,329.35138,111.079
1996,Dimmu Borgir,Master Of Disharmony,metal,282.53995,140.458
1983,Public Image Ltd,(This Is Not A) Love Song (Live),rock,388.28363,132.506
1997,Gary Moore,What Are We Here For,rock,345.93914,153.862
2010,Pascal Sangla,Une petite pause,pop,243.1473,93.238
1986,The B-52's,Wig,rock,261.74649,124.086
1988,Sex Pistols,God Save the Queen (Live),punk,216.60689,145.518
2004,Deekline & Wizard,Sun Is Shining,breakbeat,271.77751,90.648
2005,Hem,Have Yourself A Merry Little Christmas,folk,133.27628,89.86
2006,Lily Allen,U Killed It,ska,264.69832,156.097
2007,Busdriver,(Bloody Paw On The) Kill Floor,hiphop,192.1824,155.038
1989,Byther Smith,I Wish My Mother Was Here,blues,418.87302,117.168
2003,Bebo & Cigala,Inolvidable,jazz,198.26893,132.967
1996,Bizarre Inc,Miracle,breakbeat,420.10077,139.91
1999,Bongzilla,Witch Weed (Live),metal,397.26975,95.882
1995,The Gone Jackals,Not Buried Deep Enough,rock,229.79873,135.175
2001,S.U.P,The Cube (Live),metal,384.70485,137.862
2008,The Killers,Spaceman,rock,284.3424,151.953
2001,Orbital,Illuminate,techno,327.8624,125.975
2007,Bone Thugs-N-Harmony / Akon,Never Forget Me,hiphop,286.30159,154.09
2001,Moonsorrow,Ukkosenjumalan poika,metal,356.49261,124.237
2000,Rage Against The Machine,Kick Out The Jams,metal,201.56036,140.63
2003,Rise Against,Amber Changing,hardcore punk,218.8273,186.254
1995,Ultraviolence,Murder Academy,gabba,303.04608,210.47
1999,Korn,Hey Daddy,metal,224.522,94.057
1986,James Horner,Atmosphere Station,rock,191.81669,90.084
2009,Tantric,Walk Away,post-grunge,177.24036,106.698
2001,Mastodon,Shadows That Move,metal,233.58649,89.78
2000,Xcultures,Smile,gabba,38.3473,107.177
2007,U2,Kite Live from Sydney,rock,485.19791,134.083
2007,Korn,Ever Be,metal,288.49587,160.022
2004,Alexandre Desplat,Palmer enquAate,soundtrack,70.26893,128.173
2003,Placebo,English Summer Rain,pop,241.52771,108.264
2009,Gertrudis,Intro,big beat,106.52689,97.76
2002,Warrior King,Empress So Divine,roots reggae,224.28689,241.877
1988,Soda Stereo,Terapia De Amor Intensiva,rock,340.29669,91.328
1998,Soul Asylum,Lies Of Hate,rock,279.2224,68.734
2005,Horace Andy,Musical Episode,roots reggae,234.44853,102.055
2001,Jimmy Wakely,Beautiful Brown eyes,country,155.95057,109.065
2000,Rah Digga (Featuring Outsidaz),The Last Word (Amended Version),hiphop,256.80934,201.802
1984,RUN-DMC,Hard Times,hiphop,234.65751,119.67
2007,Nightwish,Escapist,metal,301.06077,143.97
1987,Angelo Badalamenti,Jeffrey's Dark Side,chill-out,109.37424,61.883
2002,Buzzhorn,Pinned To The Ground (album version),post-grunge,239.98649,144.836
2005,Silverstein,Always And Never (Album Version),post-hardcore,229.642,108.499
2007,!!!,Myth Takes,dance-punk,143.98649,193.978
2007,The Notorious B.I.G.,Who Shot Ya (Amended Album Version),hiphop,316.65587,91.69
1982,Led Zeppelin,Poor Tom (Album Version),rock,182.09914,210.8
2008,Sandi Thom,Wounded Hearts,pop,205.21751,82.205
1989,The Field Mice,When Morning Comes To Town,pop,316.73424,162.682
1993,Malkit Singh,Hai Shava,broken beat,324.51873,210.305
1991,Rodney O & Joe Cooley,Nutty Block,miami bass,172.01587,175.393
2004,Strata,Part One From Triomusic,post-grunge,377.67791,109.671
2006,Till West & DJ Delicious,Same Man,house,153.28608,125.558
2005,Carlos NuA+-ez,Quiero Ir Ao Mar,flamenco,215.35302,211.327
1998,Gene Clark,Set You Free This Time,rock,168.38485,98.49
1960,The Shirelles,Will You Love Me Tomorrow,doo-wop,159.76444,68.283
1995,Abraham Laboriel,Exchange,jazz,368.16934,93.106
2000,Sticky Fingaz,Oh My God,hiphop,266.4224,80.149
1989,The Jeff Healey Band,Hoochie Coochie Man,rock,313.7824,107.197
1989,Danny Wilson,The Second Summer Of Love,pop,167.20934,196.034
2007,SWAMI featuring Asuivre,Give It What U Got,downtempo,260.28363,90.008
1999,Lisa Lynne,Isla del Luna,chill-out,316.49914,95.981
1989,Shawn Colvin,Another Long One,rock,224.60036,210.871
1999,Backstreet Boys,Larger Than Life,pop,236.25098,112.787
2000,Tiny Tim,I Hold Your Hand In Mine [Live At Royal Albert Hall],cabaret,43.36281,93.779
1993,Glad,Blessed Assurance,ccm,270.602,192.702
2005,Chase & Status,Ten Tonne,breakbeat,337.68444,174.993
1994,Tom Petty,A Higher Place (Album Version),rock,236.17261,129.122
2004,Mitch Ryder,Jenny Take a Ride,rock,207.43791,97.538
2003,Danilo Perez,Native Soul,jazz,197.19791,159.233
1994,Sophie B. Hawkins,The Ballad Of Sleeping Beauty,ballad,305.162,105.003
2008,Marc Shaiman,City Slickers,soundtrack,149.86404,134.566
2003,40 Grit,Intro,metal,75.67628,186.882
2004,Gwen Stefani,Harajuku Girls,rock,290.55955,113.995
2000,Steve Morse,Prognosis,rock,363.85914,90.199
2005,Story Of The Year,Swallow The Knife (Live) (Segue),screamo,75.57179,100.032
1998,Natural Elements,Mayday,hiphop,338.1024,185.88
1998,Lisa Lynne,Lake Of Dreams,chill-out,298.10893,94.031
1999,Neil Sedaka,Because Of You,pop,170.84036,76.013
2008,A Static Lullaby,Rattlesnake!,post-hardcore,213.49832,202.233
2006,Nights Like These,Ghost Town Rituals (Album Version),metal,305.89342,124.872
2003,Stew,Tomorrow Gone,cabaret,179.9571,100.621
1967,Eddy Arnold,Just A Little Lovin' (Will Go A Long Way),honky tonk,166.16444,157.779
2007,All Time Low,Shameless,pop,221.67465,91.483
1999,Richard Galliano,L' Envers Du DA(c)cor,tango,261.74649,76.296
1993,Regina Belle,Quiet Time,jazz,307.33016,92.672
1998,Debbie Davies,Little Sister,rock,225.67138,116.984
2006,Daath,From The Blind (LP Version),metal,230.86975,97.151
2002,Avril - Remix By Ana Rago,The Date (Remix By Ana Rago),hiphop,188.39465,85.282
1991,Die Fantastischen Vier,BAPse,pop,149.99465,120.001
2007,Yung Joc,BYOB (Explicit Album Version),hiphop,193.64526,174.019
2003,Orquesta AragA3n,Ven Morena,charanga,173.68771,92.606
2004,VHS Or Beta,The Melting Moon (Edit),disco,224.20853,126.806
1999,Les Hurlements D'leo,L'accordA(c)oniste,rock,182.04689,104.307
2000,Charanga Forever,Tumba Tumba,salsa,367.43791,203.964
2005,Bullet For My Valentine,Suffocating Under Words Of Sorrow (What Can I Do),metal,215.53587,188.924
1983,Marcus Miller,Let Me Show You [I Just Want To Make You Smile],jazz,280.13669,125.147
2006,Ayo,Complain,neo soul,212.71465,128.689
2009,Kid Sister,Daydreaming [Jakwob Remix],house,277.2371,140.026
1985,Public Image Ltd,Ease,rock,492.30322,193.56
2001,Rise Against,Everchanging,hardcore punk,260.8322,122.006
2005,Sizzla,Too much informa,dancehall,203.96363,190.01
1994,Helen Love,So Hot,pop,81.97179,100.76
2004,The Pharcyde,Italian For Goodbye (skit),hiphop,11.59791,38.233
2006,Azis,Anti Geroi,folk,281.88689,98.151
2003,Amy Winehouse,Stronger Than Me,jazz,256.10404,91.198
2009,George Lopez,Only For The Young,california,345.23383,75.467
2006,Jackie Edwards,So Jah Seh,rock,256.62649,161.796
1999,Ensiferum,Warrior's Quest,metal,291.02975,179.988
1995,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,The Hustle,hiphop,334.78485,95.816
2006,Scar Symmetry,The Illusionist,metal,271.5424,150.086
2000,Christina Aguilera,Pero Me Acuerdo De TA,pop,266.73587,117.984
2006,Eighteen Visions,Our Darkest Days,metal,172.19873,131.079
2001,Weezer,Don't Let Go,rock,180.97587,142.68
1993,Rodney O & Joe Cooley,U Don't Hear Me Tho' (Street Mix),miami bass,217.41669,107.185
1963,Boots Randolph,Lonely Street,rock,150.20363,101.485
1968,Bobbie Gentry,Courtyard,blues,177.57995,152.434
2001,Luar Na Lubre,Terra,freestyle,251.81995,229.913
2004,Fruko Y Sus Tesos,A La Memoria Del Muerto,salsa,261.90322,106.769
1995,The Bucketheads,Sayin' Dope,house,365.71383,120.876
1996,The Real Kids,Now You Know,pop,222.11873,147.661
2005,Shriekback,Reason With The Beast,alternative dance,113.60608,100.15
2006,Hatebreed,As Diehard As They Come (Album Version),hardcore punk,136.95955,85.771
2002,John Frizzell,No Unexpected Guests,soundtrack,133.19791,210.898
2010,Sister Hazel,Walls And Cannonballs (Album),post-grunge,195.36934,140.259
1983,J.J. Cale,Trouble In The City,rock,202.94485,133.398
2005,Precious Bryant,Dark Angel,blues,193.72363,91.538
2007,Kings Of Leon,Knocked Up,rock,466.65098,114.73
2006,Krystof,Prvni vesela,rock,262.55628,93.015
1982,Black Flag,Crass Commercialism,hardcore punk,1030.19057,70.649
2008,Aaron Watson,Rollercoaster Ride,honky tonk,217.39057,155.896
1999,Mary Black,Turning Away,rock,293.92934,163.567
2007,Owl City,Panda Bear,pop,187.6371,150.066
2006,Bobby Bland,Drifting From Town To Town,blues,181.49832,105.927
2006,Headliners,Negativ Song,house,169.56036,88.001
1991,CA3mplices,Ojos Gitanos,rock,307.56526,100.051
2006,Kasia Stankiewicz,Zolte Slonie,chill-out,304.06485,134.051
2004,Turisas,Sahti Waari,metal,146.59873,160.009
2006,ChA(c)co Feliciano And Joe King,Nina Nina,salsa,273.65832,87.976
1995,Shakira,Pienso En Ti,pop,148.1922,115.066
2005,Ms. Dynamite,Mr. Prime Minister,grime,286.32771,125.916
1997,Blink-182,A New Hope,pop,225.12281,200.716
2008,Abysmal Dawn,Compulsory Resurrection,metal,250.3571,125.086
2005,Elvin Bishop,Party Til The Cows Come Home,rock,254.56281,150.013
2007,Siouxsie,Into A Swan,dark wave,234.55302,115.033
2009,Alan Silvestri,The Joes Mobilize,rock,504.05832,154.172
2004,Byther Smith,So Unhappy,blues,269.7922,94.554
2001,Dusminguet,San Cristobal,rumba,199.13098,196.188
1992,Rudolph Valentino,Kashmiri Love Song,ballad,184.73751,101.621
2009,Zeromancer,Ammonite,rock,362.31791,90.027
2004,Regina Belle,If I Ruled The World,jazz,274.80771,67.745
2005,Green Day,Wake Me Up When September Ends,rock,340.79302,101.08
2009,KALIMBA,VolcA!n,death core,352.67873,80.484
1979,Wailing Souls,Very Well,roots reggae,214.38649,124.788
1993,Kitaro,Village Attack/ The Arrest,chill-out,81.50159,143.291
2009,Alice In Chains,Lesson Learned,grunge,256.522,107.845
1995,Bobby Darin,(I Heard That) Lonesome Whistle,pop,163.52608,90.18
1995,Ini Kamoze,Here Comes The Hotstepper,dancehall,248.92036,100.342
2006,Ill Nino,What You Deserve (Album Version),metal,180.50567,104.984
2009,Baroness,The Sweetest Curse,metal,270.52363,176.066
2003,DMX / Eve / Jadakiss,We're Back,hiphop,265.22077,185.094
1999,Willie Rosario,Un Tipo Como Yo,salsa,281.41669,197.458
1994,Jude Taylor & His Burning Flames,The Thrill Is Gone,zydeco,260.46649,102.731
2000,Placebo,Slave To The Wage,pop,246.96118,142.116
1982,Metallica,Hit The Lights,metal,252.3424,167.486
2007,The Radio Dept.,Closing Scene,shoegaze,256.02567,88.02
1999,MAPtley CrA1/4e,Get It For Free,metal,254.01424,127.745
2003,Becky Baeling,If You Love Me,pop,247.66649,132.892
2006,Keb' Mo',Still There For Me,blues,190.56281,89.966
1974,Commander Cody And His Lost Planet Airmen,Crying Time,rock,188.70812,104.823
2003,Cauterize,Shooting Stars,pop,240.43057,97.148
2001,Laurie Berkner,The Cookie Bakers of the Night,death core,233.45587,144.71
2004,Simon & Garfunkel,Citizen Of The Planet,folk,194.35057,151.5
2002,Robben Ford,Something For The Pain,rock,298.37016,111.903
1999,Anti-Flag,This Is NOT a Crass Song,oi,359.6273,141.334
2005,Hysterie,Imagination,house,389.642,130.032
2001,Aesop Rock,Flashflood,hiphop,234.52689,167.909
2005,Shelby Lynne,Old Times Sake,rock,290.97751,121.773
2005,Franz Ferdinand,Eleanor Put Your Boots On,rock,195.13424,143.679
1981,Gal Costa,Canta Brasil,pop,193.35791,137.941
2008,Kathy Mattea,Sally In the Garden,bluegrass,44.64281,146.894
2003,BigElf,Falling Bombs,rock,298.13506,64.006
2009,Kelly Clarkson,My Life Would Suck Without You,pop,230.63465,135.914
1991,Fudge Tunnel,Bed Crumbs,metal,124.94322,120.703
1992,Eliane Elias,No More Blues (Chega de Saudade),jazz,326.42567,95.111
2001,Donnie Brooks,What'd I Say,oldies,174.34077,113.082
2007,2raumwohnung,Ja (Hanno's Poppersmonstermix),house,357.85098,125.995
1991,Dinosaur Jr.,Whatever's Cool With Me (LP Version),rock,271.12444,152.461
2003,The Exies,Creeper Kamikaze,post-grunge,201.87383,113.326
2007,Babylon Disco,Error,breakcore,208.90077,89.927
2000,Gus Viseur,Fausse monnaie,jazz,180.00934,90.177
1992,Spinal Tap,The Majesty Of Rock,parody,235.41506,129.318
1980,Buzzcocks,Strange Thing,new wave,219.19302,176.153
1975,Stanley Clarke,Journey To Love,jazz,282.69669,84.064
2007,Jesse Malin and The St. Marks Social,Revelations,folk,243.722,126.105
2003,3 Doors Down,It's Not Me,post-grunge,230.42567,86.82
1927,Ma Rainey,Ma Rainey's Black Bottom,blues,188.94322,99.076
2006,Zombie Girl,I Want It,electro,260.54485,129.984
2000,JoAPSo Gilberto,Segredo,jazz,197.19791,127.782
2000,Bone Thugs-N-Harmony,Murder One,hiphop,255.73832,101.167
1984,Los Chichos,No Quieras Marcharte,flamenco,191.68608,150.955
2010,Enthroned,Ad Te Clamamus Exsvles Mortva Liberi,metal,89.15546,90.66
2001,Mastodon,Deep Sea Creature,metal,280.21506,173.205
2003,Portable,Theresa,post-grunge,362.60526,116.005
1981,Wailing Souls,Old Broom,roots reggae,204.85179,146.445
1997,Radiohead,Subterranean Homesick Alien,pop,267.20608,150.848
2006,Dave Hollister,Tell Me Why,motown,305.34485,118.052
1998,DMX,Damien,hiphop,222.09261,106.769
1998,James Horner,The President's Speech,rock,269.7922,76.499
1993,Kitaro,Trong Com,chill-out,43.51955,35.931
2006,Las Ketchup,Doble Bombo,rumba,171.80689,167.954
1987,Don Gibson,A Legend In My Time,rock,152.58077,80.738
2003,Nick Cave & The Bad Seeds,Still In Love,rock,283.74159,116.621
2009,Bury Your Dead,Closed Eyes,hardcore punk,290.63791,123.635
2007,Les Blaireaux,Le gardien de musA(c)e,chanson,297.76934,140.173
2005,Bersuit Vergarabat,Sencillamente,cumbia,307.35628,135.982
2003,G-Unit,Poppin' Them Thangs,hiphop,242.52036,88.043
2005,Saosin,Bury Your Head,metal,212.29669,85.029
1995,Steve Riley & The Mamou Playboys,Between Eunice & Opelousas,rock,182.22975,225.669
1992,Falco,Monarchy Now,pop,252.96934,94.777
2006,Warren Barfield,Shadow,ccm,207.51628,117.985
2004,Dilated Peoples,Big Business,turnablism,149.91628,165.546
2009,Fever Ray,I'm Not Done,electronic,280.24118,64.811
1973,The Animals_ Sonny Boy Williamson,Bo Diddley,rock,463.49016,81.111
2009,Floor,Ignis,metal,144.92689,144.803
2006,Walter Jackson,What Would You Do,northern soul,156.682,78.453
2006,Tim Exile,Post-Toxic Finger Disorder,breakcore,80.3522,141.836
2004,Bizzy Bone Presents,Intro,hiphop,50.9122,81.901
2006,George Lopez,Church Hangover,california,270.68036,101.455
2006,Cinder,The Ride (Album),post-grunge,218.61832,157.909
1998,Speedball,No Survivors,speedcore,212.21832,159.702
2006,Johnny Cash,I Got Stripes (Live),honky tonk,112.95302,118.041
1999,Autumnblaze,Her Golden Robe In Silence Veiled,metal,286.24934,119.428
1974,Kris Kristofferson,Same Old Song,western swing,194.37669,74.809
2005,Gary Moore,Rockin' Every Night (Live),rock,198.79138,100.081
2002,Christina Aguilera,Walk Away,pop,347.84608,152.214
2003,Maurane / Lara Fabian,Mais La Vie,chanson,198.86975,107.087
2004,Rita Chiarelli,Doggin' Around,blues,237.7922,90.282
1989,Gabinete Caligari,El Arte De Amar,rock,304.32608,109.051
1989,SUMO,Pinini Reggae,gabba,215.11791,101.742
2003,Tanto Metro & Devonte,Honey I Sugar Pie,dancehall,207.33342,195.976
1994,Basic Channel,Phylyps Trak II/II,techno,793.62567,127.923
1968,Tammy Wynette,Stand By Your Man,honky tonk,159.60771,105.202
2002,Terry Riley,Acension Final Chord Rising,free improvisation,142.41914,128.135
2008,Trivium,Upon The Shores [Explicit],metal,321.17506,100.604
2007,Reel Big Fish,Why Do All Girls Think They're Fat (Album),ska punk,153.67791,159.723
1999,Ensiferum,Hero In A Dream,metal,218.61832,200.061
2001,Martin Sexton,Ice Cream Man,blue-eyed soul,352.88771,133.391
2006,Chris Standring,Mumbo Jumbo (jazz),jazz,257.59302,97.959
2003,Neviss,Epilog,pop,53.39383,160.409
1999,Red Hot Chili Peppers,Get On Top (Album Version),rock,198.05995,76.986
1930,Charley Patton,Moon Going Down,blues,196.62322,107.877
2006,The Race,Raising Children,pop,225.17506,118.043
1985,Jerry Goldsmith,First Blood,soundtrack,281.28608,77.306
1997,Winston Reedy,Daughter Of Zion,rock,235.78077,153.738
2005,John Hammond,Come To Find Out,blues,247.32689,90.666
1999,Richard Galliano,French Touch,tango,201.09016,79.53
2007,Pride Tiger,56 Days,rock,229.22404,114.061
1989,Ten Years After,Victim Of Circumstance,rock,248.78975,128.598
1997,Helen Love,Bubblegum,pop,145.78893,156.074
2007,Chimaira,The Flame,metal,323.18649,150.11
1961,Faye Adams,My Greatest Desire,blues,144.1171,110.323
2005,Deborah Allen,I Will Always Love You,rock,189.57016,67.904
2006,Tina Britt,He Put The Hurt On Me,blues,177.94567,118.835
2000,MxPx,Answer In The Question,rock,129.88036,130.716
2005,Fort Minor (Featuring Mr. Hahn),Slip Out The Back (Album Version),metal,236.66893,90.009
2001,Enslavement Of Beauty,Ye That Tempteth_ Ye That Bequeth,parody,239.90812,120.052
1992,C.J. Chenier,Banana Man,zydeco,189.33506,89.67
2003,Snow Patrol,Chocolate,rock,181.57669,117.966
1995,Michael Jackson,HISTORY,motown,249.99138,128.702
2002,Carlos NuA+-ez,A Costa De Galicia,flamenco,237.87057,113.156
2005,Facto Delafe y las flores azules,Enero en la playa (Edit),hiphop,158.45832,95.036
1997,J.J. Cale,Midnight In Memphis,rock,263.94077,111.492
2002,Everyday Sunday,Don't Leave,post-grunge,269.73995,103.009
2002,Souls Of Mischief,Spark,jazz,220.96934,96.287
1983,Bad Brains,Destroy Babylon,hardcore punk,85.26322,86.536
2008,The Presets,Yippiyo-Ay,rock,271.85587,120.119
1999,Jennifer Lopez,Talk About Us,pop,275.69587,80.979
1998,A.Z.,Sosa (Explicit),hiphop,125.41342,180.296
1998,Francisco CA(c)spedes,SeA+-ora (bonus track),los angeles,204.53832,110.666
2006,Silverstein,FRIENDS IN FALL RIVER  (LP Version),post-hardcore,181.81179,200.375
1992,Alice In Chains,Brother,grunge,267.36281,92.012
2004,Matisyahu,Exaltation,reggae,417.67138,181.549
1982,BA(c)la Fleck,Punchdrunk,bluegrass,158.98077,140.659
1990,Donny Hathaway,I Love You More Than You'll Ever Know (LP Version),jazz,322.87302,72.937
2003,Sapo,El Mes Alt,jazz,219.74159,141.45
1977,Eddie Money,Two Tickets To Paradise,rock,189.30893,86.902
1995,Cracker,Shake Some Action,rock,263.8624,136.459
1983,Sade,Smooth Operator,quiet storm,298.89261,119.903
2007,Photo Atlas,Red Orange Yellow,dance-punk,189.75302,168.248
2002,3 Doors Down,Sarah Yellin',post-grunge,208.97914,128.714
2003,Elliot Goldenthal,Bullet Frenzy,rock,617.82159,148.505
2004,Behemoth,Before The Aons Came,metal,178.33751,85.112
2000,Soilwork,Machine Gun Majesty [Live] (Album Version),metal,323.21261,93.235
1994,Shaggy,Alimony,reggae,232.30649,89.998
2003,The Rapture,Killing,alternative dance,218.22649,120.006
1994,Dinosaur Jr,On The Brink,rock,194.40281,145.228
2004,Snow Patrol,Half The Fun,rock,174.602,142.01
2006,Outerspace,Drive By Music,hiphop,200.9073,181.889
2001,Les Sexareenos,Ruby D.,rock,98.89914,182.57
1996,Stevie Ray Vaughan And Double Trouble,Empty Arms,blues,184.2673,98.623
1967,The Creation,Hey Joe,freakbeat,250.27873,85.453
2007,The Balustrade Ensemble,Fall Away Into Darkness,hiphop,285.3873,116.423
1967,The Box Tops,Neon Rainbow,blue-eyed soul,177.3971,117.381
2001,Terry Callier,Blues,jazz,180.50567,109.018
2000,Astarte,Risen From Within,metal,173.81832,161.782
1996,Elakelaiset,Humppa,parody,182.83057,166.906
2003,Darwin Hobbs,You Are God (Broken Album Version),religious,352.86159,41.21
1969,Tommy James & The Shondells,Crimson And Clover,pop,324.70159,167.841
2005,Marcus Miller,Outro Duction,jazz,52.00934,78.382
2003,Hevia,San Xuan,rock,261.32853,125.02
1967,John And The Bluesbreakers Mayall,A Hard Road,rock,304.8224,94.304
1971,Z.Z. Hill,Faithful and True (Collectors Version),blues,333.322,73.545
2003,Benabar,Le Zoo De Vincennes,chanson,238.44526,88.018
1989,John Michael Talbot,Pass Through My Will,ccm,113.78893,96.709
2000,Britney Spears,Don't Go Knockin' On My Door,pop,223.52934,111.004
2007,Skeletonwitch,Sacrifice for the Slaughtergod,metal,173.37424,201.333
1984,Los Abuelos De La Nada,Lunes Por La Madrugada,rock,194.01098,139.685
2005,Maximilian Hecker,Full Of Voices,pop,205.7922,129.488
1980,Whitesnake,Fool For Your Loving,rock,250.3571,125.783
1993,Semisonic,If I Run,post-grunge,258.92526,186.012
2004,Finntroll,Hel Vete,metal,255.00689,149.948
2003,Carlos Ponce,Escuchame,male vocalist,195.5522,196.137
2003,Colin James,Sending A Message,blues,233.7171,149.317
1992,Marlene Dietrich,Auf Der Mundharmonika,chanson,159.34649,42.654
1972,Furry Lewis,Judge Boushay Blues,blues,221.962,104.469
2010,Cancer Bats,Sabotage,rock,180.71465,86.01
2006,Alexandre Desplat,The Epi-Pen,soundtrack,239.38567,39.451
2000,Lara & Reyes,Away In A Manger,jazz,92.70812,111.727
